source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
POLR1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAPTM4A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIF2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPP2R5B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SDK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCNAB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCC9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAOB	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ATP1B3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NEDD4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNB5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HDHD5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ELP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PFN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTPN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC44A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMG6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FSTL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MNT	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ZXDC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GBA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ASNS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AP3M2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSNK2A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAMK2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TCOF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPHA8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP2B1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NCK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WDR1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
VASH1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LMCD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP6AP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DAZAP1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MBD3	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ZFYVE26	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ASIC4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPEG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LNX1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALDH3A2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
TFRC	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SREBF1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
UBE2D1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MARK2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHFR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NFATC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FBXW11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CRMP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AP1M1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCARB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDE8A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLCN4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NLE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SDHA	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ADAM11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FERMT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCB11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ST6GAL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FRY	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PICALM	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MRPS34	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CLNS1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP2R2C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CDHR2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNCB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CA12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MGLL	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
ZNF532	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LMAN1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZZEF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANO8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCNQ2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SEMA3C	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TTC38	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ACAT1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ADD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VPS9D1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A3	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FNDC3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOSL2	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
CACNG4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FSCN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACTB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MOCOS	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DLG1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB7A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SART3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTPN23	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FMO4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACACB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAG1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCAM	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPC4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MBNL3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAMSAP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
XAB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAP2K7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACTL6B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IL4R	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PAK3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CAPN6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCX	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRCH4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SIRT6	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA
CAPZB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
JADE1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A43	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FGFR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FBLN1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AMPH	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCCC1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PIK3C3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBFOX1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GNB1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
ADCYAP1R1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TNRC6C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BRINP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITCH	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TP53INP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SDF4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2D4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RUNX1T1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
XRCC5	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
REXO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SAR1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEACAM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CIC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LIPE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FDFT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAFAH1B3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OPHN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AFM	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CARMIL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PGM1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RIMS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STX7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RABL2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTPRH	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC4A4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMARCA2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MID2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CPB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHRNA3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSEN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MOK	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSP90AA1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DLGAP4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IGSF9B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CFHR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARG2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMARCD3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STRADB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BZW1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPB41L3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COBLL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NFE2L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSK3B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGB5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNF13	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DOP1A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAT6A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TUT7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLOD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
OXCT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF446	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHMP2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZMPSTE24	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STARD7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HAL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SSH1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSTP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APLP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM234B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKAIN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TXLNA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AGBL5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EFR3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIF3C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAB10	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
HADHA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MAPRE3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CD59	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
BCORL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IGSF9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF213	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CPNE3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TTC39A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGST2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHERP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAST2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DNAJA1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
EIF2AK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EPDR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITPKC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFAND6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HSD17B2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TXLNG	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALG9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R15A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIP6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACHE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FTL	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SRRT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIGS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATXN7L3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSMC5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MMP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GNAO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GNAS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PHACTR3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX18	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KHSRP	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GNA11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDRG1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPB41L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC15A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DOCK9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD10	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DOCK3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COQ9	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
CRLS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FKBP1A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
C20orf194	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EBF4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAVS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LZTS3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
F11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
XRN2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
DYNLL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNX5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL6	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
P2RX7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBBP9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KDM2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPLP0	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CHGB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PEBP1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
BRAP	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERP29	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
FUS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IGBP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FXYD5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GRAMD1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HEPH	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDIP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GANAB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MLF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NECAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RCOR1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
LTBP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC9A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCBP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ICAM1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
STRN4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MUL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DNAJB11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GNPTG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PABPC4	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
MCOLN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GLG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DLL3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NAT14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PITPNM2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OSBPL8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRCAM	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WDR7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ITGA6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAPGEF4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAP3K20	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SEL1L3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TF	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CDV3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ALKBH5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOH	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
PITPNM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RGS17	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CD200	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCDC80	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
JPH4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYH7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC7A8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A17	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HECTD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPC	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SEMA6A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRPM7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TYRO3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNAP23	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PHGDH	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
EZR	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MYL6	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RFFL	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPYSL2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
COMT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ADA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
XYLB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDC23	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CBX5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SUCO	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPB41L4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CRAT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SH2D3C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WHRN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BLNK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SORBS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WAC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NUBP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FKBP5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
HSP90AB1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CDC5L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITPR3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DSP	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ABL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACOT7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCD	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ERMP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB18	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAST3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CATSPERG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSMD8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FBXL19	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STX1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HSD3B7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SETD1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EFNA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CIRBP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP5F1D	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CBARP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPM	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NDUFB7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDC34	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CEP170B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLR2E	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
POLRMT	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HCN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
