source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
MT1A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
INSYN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT1M	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CFI	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMSB4X	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMGN1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	NA
DENND6B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PKD1P4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
C5orf51	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF316	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ONECUT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNPS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NYNRIN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DOK6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
JPT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HLA-B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HLA-A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HACD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD28	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
XKR4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPX3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SELENOH	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RTL8B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF208	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND4L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF580	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SYT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NUP62	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF254	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MLLT11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHUK	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ERV3-1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBMXL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LEPROT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TREX1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC35F6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDAH2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CENPBD1P1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UGT2B11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF134	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DDX47	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DNASE1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSNK1E	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GALT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NAXD	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
REPIN1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ALG3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SOGA3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NEURL1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPME1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STARD10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NUTM2D	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CPEB1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFRD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPUL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF28	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTL10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
potassium	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2QL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA8B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DDX3X	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SLC35E2A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IFI30	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
heterogeneous	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TENM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNASEK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NBPF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
VAMP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C6orf226	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP3R1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PLXNA4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CEBPD	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NPTXR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM16	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FXYD7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOL6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CCNL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBA52	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EXOSC6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NSUN5P1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSSC2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CERS1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRR3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN1L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SMIM13	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRRT4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GOLGA2P7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PHF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRRC2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNA,	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DDX39B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C14orf132	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TP73-AS1	TRUE	NA	NA	NA	NA	NA	TRUE	NA	NA	NA
SCAMP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AGPAT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-ATP8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HLA-C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM174C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
general	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OST4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NUTM2E	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FNDC10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATF6B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BAG6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TRIM27	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRRT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPL41	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SNHG32	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC39A7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATAT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSPA1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMA7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AJM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GABBR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPX1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DDR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APOC2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ATP6V1G2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BRD3OS	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPP1R3E	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSPY26P	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
H3P6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNMA6A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FAM157A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF853	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CKMT1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHISA9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTCO1P12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBM14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NME1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
WBP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GET4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADSL	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGC3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACAD11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FOXO3B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PNMA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF25	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MIF	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NSUN6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UGT1A9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDXP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP5MF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARPC4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
UGT1A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEFF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP5PO	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PISD	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AMACR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGDIG	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PEG10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGC4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GNG10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RTL5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCDHAC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRAF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KCTD7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C4orf48	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MRPS6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF512	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSTA1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
RTL9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACY1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NFS1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
DDOST	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GSTA2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ribosomal	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CFHR1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
UGT1A4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCARF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CEBPA	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ZCCHC3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TWF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTATP6P1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PDCD6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBA3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM158	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCDHA10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TUNAR	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPR162	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SELENOP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHANK3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHA12	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGB6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATXN7L3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCDHGA10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC24	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AP5B1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAGEL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MEX3A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EEF1G	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
BRK1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCC6P1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMIM10L1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2B7P	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HP	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
INAFM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C17orf49	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	NA	NA
RNASE4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TUBB3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RBM15B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FRRS1L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT1L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
XKR7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM178B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF865	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PECAM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HPR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OVCA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM189B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DYNLL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC37A7P	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNF115	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL17	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SEC22B	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SRGAP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BAHCC1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NCOA4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GDF10	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERFL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GABRQ	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITGB1P1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NBPF14	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTRNR2L6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RASL10B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LIX1L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD34A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KMT2B	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
POM121C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LINC01145	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DOC2B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMS1,	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V1FNB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIN2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB8B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EEF1D	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
CHCHD10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SRCIN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
B2M	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DUSP8	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
USP27X	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTPRK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PUF60	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NATD1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCRIB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DLG5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LY6H	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RCC1L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DGKK	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI4KAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SPATC1L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CISD3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOMO1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ITPK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPP4R3B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LPCAT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UGT2B10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABCC6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RAB11FIP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRAG1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPHB6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BDH1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NTAN1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGAP23	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SIK1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ABR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ORAI1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC22A18	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIP4K2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF623	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UNC79	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APBA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HERC2P2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYT1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HMOX2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MARCKS	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PNMA8C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NEFL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SRD5A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAPT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOMO3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UGT2A3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPS9	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SLC43A2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAMDC2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TSEN34	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCGF2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	NA	NA
CACFD1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYFIP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SURF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HYOU1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPS25	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPL7A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DUSP16	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MED22	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZDHHC8P1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSMC4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LSS	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LRP6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS6KA1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SCG5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PKD1P6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTDSS2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
WASH5P	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CTIF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CALB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ACTN4	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
PTPRD	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TCEA3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPL	TRUE	TRUE	TRUE	TRUE	NA	NA	TRUE	TRUE	NA	NA
LGALS4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZNF445	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GTF2IP12	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ID3	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
SARS2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NDUFS1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CANX	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ADAMTS2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HBP1	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NLGN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FGF11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFLNB	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PLSCR3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAR2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMURF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LLGL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EEF2K	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANKS4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TBC1D9B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MIEF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MGAT4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
